Date,City,State,PM2.5,PM10,NO2,SO2,CO,O3,AQI
2022-06-17,Kolkata,West Bengal,117.15,225.23,61.45,16.78,1.58,42.74,225.23
2022-06-17,Chennai,Tamil Nadu,94.72,112.89,48.25,14.3,0.98,40.58,157.87
2022-06-17,Bangalore,Karnataka,75.79,113.05,45.49,15.27,1.07,42.81,126.32
2022-06-17,Hyderabad,Telangana,57.33,127.18,51.05,16.66,1.27,37.98,127.18
2022-06-17,Ahmedabad,Gujarat,103.04,206.99,63.15,20.51,1.42,39.27,206.99
2022-06-17,Pune,Maharashtra,,157.52,56.08,22.56,1.07,46.53,157.52
2022-06-17,Jaipur,Rajasthan,112.93,243.97,63.59,18.68,1.77,40.09,243.97
2022-06-17,Lucknow,Uttar Pradesh,114.92,277.6,82.41,27.92,1.69,25.68,277.6
2022-06-18,Delhi,Delhi,65.86,172.37,65.64,26.73,1.85,40.37,172.37
2022-06-18,Mumbai,Maharashtra,66.37,148.29,42.73,19.6,1.07,32.35,148.29
2022-06-18,Kolkata,West Bengal,58.01,159.71,52.83,18.67,1.25,55.73,159.71
2022-06-18,Chennai,Tamil Nadu,60.56,126.84,35.85,20.4,0.99,26.21,126.84
2022-06-18,Bangalore,Karnataka,61.67,90.94,34.15,19.27,0.85,39.1,102.78
2022-06-18,Hyderabad,Telangana,68.31,146.02,52.75,19.75,0.8,41.91,146.02
2022-06-18,Ahmedabad,Gujarat,95.4,168.65,41.0,14.85,0.94,41.88,168.65
2022-06-18,Pune,Maharashtra,37.41,110.88,38.58,16.58,0.92,34.62,110.88
2022-06-18,Jaipur,Rajasthan,88.81,160.84,52.26,27.35,1.34,35.02,160.84
2022-06-18,Lucknow,Uttar Pradesh,91.3,153.51,52.19,27.55,1.49,26.15,153.51
2022-06-19,Delhi,Delhi,107.27,,51.87,24.66,1.42,48.52,178.79
2022-06-19,Mumbai,Maharashtra,40.49,100.51,28.01,20.99,1.11,34.71,100.51
2022-06-19,Kolkata,West Bengal,,168.02,45.42,18.32,1.1,31.26,168.02
2022-06-19,Chennai,Tamil Nadu,57.78,92.08,,13.62,1.07,57.1,96.31
2022-06-19,Bangalore,Karnataka,24.09,158.54,42.05,12.78,0.55,46.06,158.54
2022-06-19,Hyderabad,Telangana,,131.05,33.51,20.85,0.55,42.62,131.05
2022-06-19,Ahmedabad,Gujarat,77.58,185.18,41.89,19.52,1.1,37.38,185.18
2022-06-19,Pune,Maharashtra,53.19,115.96,25.44,13.32,0.64,35.9,115.96
2022-06-19,Jaipur,Rajasthan,72.65,169.24,59.96,28.73,1.04,44.19,169.24
2022-06-19,Lucknow,Uttar Pradesh,89.76,213.21,42.57,21.98,1.46,24.92,213.21
2022-06-20,Delhi,Delhi,142.71,,63.37,25.95,1.94,48.55,237.84
2022-06-20,Mumbai,Maharashtra,76.54,204.2,54.41,17.94,0.81,23.54,204.2
2022-06-20,Kolkata,West Bengal,106.91,217.42,67.3,18.01,1.37,33.61,217.42
2022-06-20,Chennai,Tamil Nadu,44.91,141.31,47.62,11.35,0.96,41.44,141.31
2022-06-20,Bangalore,Karnataka,46.64,152.99,49.6,11.09,1.09,36.98,152.99
2022-06-20,Hyderabad,Telangana,73.34,156.64,47.18,15.05,1.18,38.51,156.64
2022-06-20,Ahmedabad,Gujarat,112.83,238.4,54.57,22.47,1.74,46.6,238.4
2022-06-20,Pune,Maharashtra,94.79,134.82,46.25,9.47,1.11,31.61,157.99
2022-06-20,Jaipur,Rajasthan,128.78,206.79,70.98,25.03,1.59,45.18,214.63
2022-06-20,Lucknow,Uttar Pradesh,117.59,190.06,76.14,31.77,1.32,47.61,195.99
2022-06-21,Delhi,Delhi,123.57,234.97,59.99,19.69,2.13,46.24,234.97
2022-06-21,Mumbai,Maharashtra,77.83,,45.41,14.33,1.65,31.4,129.72
2022-06-21,Kolkata,West Bengal,71.48,191.01,61.37,17.77,1.49,45.17,191.01
2022-06-21,Chennai,Tamil Nadu,39.14,112.4,51.83,19.02,0.9,42.09,112.4
2022-06-21,Bangalore,Karnataka,61.49,130.86,43.52,12.63,0.79,49.67,130.86
2022-06-21,Hyderabad,Telangana,95.9,179.11,38.05,23.32,1.16,34.76,179.11
2022-06-21,Ahmedabad,Gujarat,78.54,231.32,81.44,24.25,1.46,49.74,231.32
2022-06-21,Pune,Maharashtra,98.0,131.76,54.32,17.92,0.75,45.07,163.33
2022-06-21,Jaipur,Rajasthan,107.02,225.95,63.66,20.33,1.45,36.97,225.95
2022-06-21,Lucknow,Uttar Pradesh,131.52,227.68,69.6,24.83,1.53,47.25,227.68
2022-06-22,Delhi,Delhi,115.9,293.52,54.92,23.1,1.6,41.37,293.52
2022-06-22,Mumbai,Maharashtra,72.58,178.74,50.33,12.13,0.99,34.21,178.74
2022-06-22,Kolkata,West Bengal,83.81,223.08,54.68,18.56,1.73,48.42,223.08
2022-06-22,Chennai,Tamil Nadu,56.96,147.99,54.88,21.84,1.0,40.97,147.99
2022-06-22,Bangalore,Karnataka,55.1,108.78,44.49,14.33,1.15,36.32,108.78
2022-06-22,Hyderabad,Telangana,77.97,154.17,47.77,17.89,1.14,49.38,154.17
2022-06-22,Ahmedabad,Gujarat,94.55,254.42,53.88,20.65,0.93,28.31,254.42
2022-06-22,Pune,Maharashtra,82.89,143.5,,18.8,0.55,48.41,143.5
2022-06-22,Jaipur,Rajasthan,99.56,245.62,63.43,19.9,1.5,39.56,245.62
2022-06-22,Lucknow,Uttar Pradesh,130.98,272.17,72.26,16.87,1.73,39.97,272.17
2022-06-23,Delhi,Delhi,139.62,254.62,75.21,25.39,1.88,39.74,254.62
2022-06-23,Mumbai,Maharashtra,75.89,131.24,55.48,18.33,0.92,37.12,131.24
2022-06-23,Kolkata,West Bengal,106.88,169.2,52.42,26.07,1.19,44.11,178.14
2022-06-23,Chennai,Tamil Nadu,81.14,129.52,37.36,12.61,1.0,33.62,135.24
2022-06-23,Bangalore,Karnataka,59.39,97.86,35.34,14.02,0.75,46.39,98.98
2022-06-23,Hyderabad,Telangana,84.52,193.89,46.14,7.87,0.76,28.53,193.89
2022-06-23,Ahmedabad,Gujarat,112.78,236.14,51.22,18.89,1.46,26.29,236.14
2022-06-23,Pune,Maharashtra,60.92,116.06,42.77,14.64,0.86,42.0,116.06
2022-06-23,Jaipur,Rajasthan,111.66,254.77,67.67,20.54,1.42,35.0,254.77
2022-06-23,Lucknow,Uttar Pradesh,119.04,191.54,69.42,29.86,1.57,52.06,198.4
2022-06-24,Delhi,Delhi,135.78,212.18,58.47,18.99,1.88,45.77,226.29
2022-06-24,Mumbai,Maharashtra,82.42,171.92,52.9,18.44,1.17,48.96,171.92
2022-06-24,Kolkata,West Bengal,105.73,203.83,63.44,17.79,1.14,34.28,203.83
2022-06-24,Chennai,Tamil Nadu,77.89,98.0,55.71,19.89,0.66,49.09,129.81
2022-06-24,Bangalore,Karnataka,69.71,108.79,29.64,12.89,1.23,40.94,116.19
2022-06-24,Hyderabad,Telangana,69.65,165.3,47.56,10.58,0.88,46.94,165.3
2022-06-24,Ahmedabad,Gujarat,129.55,223.8,61.07,7.15,1.49,34.9,223.8
2022-06-24,Pune,Maharashtra,54.65,106.6,52.66,12.69,1.06,45.06,106.6
2022-06-24,Jaipur,Rajasthan,105.93,167.75,64.22,21.44,1.73,43.36,176.55
2022-06-24,Lucknow,Uttar Pradesh,118.95,246.23,63.24,26.91,1.5,30.39,246.23
2022-06-25,Delhi,Delhi,109.6,188.91,45.54,23.5,1.26,38.64,188.91
2022-06-25,Mumbai,Maharashtra,63.8,129.22,38.69,19.7,0.74,27.7,129.22
2022-06-25,Kolkata,West Bengal,88.3,149.2,43.02,18.13,1.17,42.16,149.2
2022-06-25,Chennai,Tamil Nadu,48.06,75.13,30.93,9.87,1.01,38.4,80.1
2022-06-25,Bangalore,Karnataka,44.94,84.11,22.14,12.78,0.5,52.18,84.11
2022-06-25,Hyderabad,Telangana,66.19,72.75,46.87,20.84,0.77,44.72,110.31
2022-06-25,Ahmedabad,Gujarat,70.99,143.87,44.91,21.35,0.81,24.52,143.87
2022-06-25,Pune,Maharashtra,64.05,78.35,32.15,13.08,1.06,41.99,106.75
2022-06-25,Jaipur,Rajasthan,67.07,127.16,,27.73,1.09,35.46,127.16
2022-06-25,Lucknow,Uttar Pradesh,122.51,218.03,54.1,24.65,1.09,41.28,218.03
2022-06-26,Delhi,Delhi,,179.1,69.44,24.47,1.59,33.62,179.1
2022-06-26,Mumbai,Maharashtra,45.89,127.99,40.45,20.13,0.79,36.58,127.99
2022-06-26,Kolkata,West Bengal,84.11,131.2,43.96,19.09,1.03,41.53,140.18
2022-06-26,Chennai,Tamil Nadu,44.26,117.57,42.59,9.93,0.59,35.36,117.57
2022-06-26,Bangalore,Karnataka,45.21,103.3,16.59,8.72,0.43,50.05,103.3
2022-06-26,Hyderabad,Telangana,66.19,98.86,43.79,18.34,0.47,23.28,110.31
2022-06-26,Ahmedabad,Gujarat,76.79,181.31,57.15,25.5,1.09,45.8,181.31
2022-06-26,Pune,Maharashtra,58.27,77.26,36.09,16.85,1.04,38.58,97.11
2022-06-26,Jaipur,Rajasthan,82.38,152.84,51.83,25.92,0.94,35.48,152.84
2022-06-26,Lucknow,Uttar Pradesh,91.85,184.23,45.01,11.72,1.18,32.5,184.23
2022-06-27,Delhi,Delhi,124.34,275.77,67.58,24.34,2.14,44.2,275.77
2022-06-27,Mumbai,Maharashtra,69.11,197.67,55.26,23.12,1.39,37.94,197.67
2022-06-27,Kolkata,West Bengal,,202.6,51.29,20.94,1.44,39.24,202.6
2022-06-27,Chennai,Tamil Nadu,74.12,122.27,31.21,19.77,1.12,40.38,123.53
2022-06-27,Bangalore,Karnataka,62.62,110.75,30.86,11.98,0.98,38.28,110.75
2022-06-27,Hyderabad,Telangana,61.43,163.84,44.86,19.85,0.75,37.19,163.84
2022-06-27,Ahmedabad,Gujarat,97.37,191.33,59.9,21.46,1.3,33.05,191.33
2022-06-27,Pune,Maharashtra,64.73,99.45,52.54,12.13,0.98,44.94,107.88
2022-06-27,Jaipur,Rajasthan,109.42,209.77,54.73,18.67,1.61,33.0,209.77
2022-06-27,Lucknow,Uttar Pradesh,102.63,258.53,76.48,21.84,1.57,35.96,258.53
2022-06-28,Delhi,Delhi,109.12,268.0,64.58,26.56,1.68,42.72,268.0
2022-06-28,Mumbai,Maharashtra,65.32,156.54,49.82,19.92,1.07,40.4,156.54
2022-06-28,Kolkata,West Bengal,73.99,162.16,78.95,12.58,1.3,39.26,162.16
2022-06-28,Chennai,Tamil Nadu,26.28,164.86,42.15,14.63,0.69,45.26,164.86
2022-06-28,Bangalore,Karnataka,63.84,123.6,45.47,19.34,1.18,48.56,123.6
2022-06-28,Hyderabad,Telangana,107.11,124.61,49.03,13.64,0.89,33.64,178.51
2022-06-28,Ahmedabad,Gujarat,103.73,174.52,61.93,22.09,1.94,37.58,174.52
2022-06-28,Pune,Maharashtra,103.39,127.03,30.51,16.05,1.29,31.95,172.31
2022-06-28,Jaipur,Rajasthan,124.16,247.83,45.91,24.05,1.39,43.6,247.83
2022-06-28,Lucknow,Uttar Pradesh,102.03,235.08,69.62,22.26,1.7,35.1,235.08
2022-06-29,Delhi,Delhi,146.52,271.75,70.65,19.19,1.97,45.23,271.75
2022-06-29,Mumbai,Maharashtra,93.86,197.21,44.12,12.61,1.19,29.35,197.21
2022-06-29,Kolkata,West Bengal,87.63,155.04,67.33,17.32,1.5,31.92,155.04
2022-06-29,Chennai,Tamil Nadu,63.72,113.91,46.44,8.48,0.75,46.65,113.91
2022-06-29,Bangalore,Karnataka,64.65,136.77,48.43,10.5,0.65,45.06,136.77
2022-06-29,Hyderabad,Telangana,47.59,122.91,40.75,11.53,1.14,50.87,122.91
2022-06-29,Ahmedabad,Gujarat,,233.69,54.72,22.44,1.4,48.35,233.69
2022-06-29,Pune,Maharashtra,71.54,140.38,41.48,15.64,1.32,58.22,140.38
2022-06-29,Jaipur,Rajasthan,91.59,231.74,67.95,24.79,1.22,33.44,231.74
2022-06-29,Lucknow,Uttar Pradesh,96.73,234.46,67.51,20.47,1.62,46.49,234.46
2022-06-30,Delhi,Delhi,107.78,231.56,63.91,21.32,1.68,45.33,231.56
2022-06-30,Mumbai,Maharashtra,73.9,129.03,49.1,11.85,1.4,17.48,129.03
2022-06-30,Kolkata,West Bengal,94.79,217.47,61.59,17.03,1.38,39.18,217.47
2022-06-30,Chennai,Tamil Nadu,51.99,172.85,47.4,15.56,1.05,41.63,172.85
2022-06-30,Bangalore,Karnataka,69.61,130.31,43.71,14.73,0.8,48.67,130.31
2022-06-30,Hyderabad,Telangana,73.69,117.42,57.97,12.74,1.03,40.24,122.82
2022-06-30,Ahmedabad,Gujarat,86.6,175.96,71.33,18.55,1.57,35.41,175.96
2022-06-30,Pune,Maharashtra,66.66,167.95,58.73,16.03,1.11,38.23,167.95
2022-06-30,Jaipur,Rajasthan,86.67,203.32,46.86,19.59,1.53,54.73,203.32
2022-06-30,Lucknow,Uttar Pradesh,130.04,223.08,57.5,29.63,1.78,42.83,223.08
2022-07-01,Delhi,Delhi,136.97,264.26,63.5,16.26,2.0,44.91,264.26
2022-07-01,Mumbai,Maharashtra,58.68,177.46,46.62,18.38,1.38,41.97,177.46
2022-07-01,Kolkata,West Bengal,92.43,132.61,57.35,22.52,1.05,44.65,154.05
2022-07-01,Chennai,Tamil Nadu,62.05,137.26,39.85,15.25,0.67,39.74,137.26
2022-07-01,Bangalore,Karnataka,50.28,109.45,36.25,17.87,0.52,56.06,109.45
2022-07-01,Hyderabad,Telangana,56.5,156.96,59.84,18.33,1.01,44.62,156.96
2022-07-01,Ahmedabad,Gujarat,82.31,229.42,49.48,27.32,1.1,36.1,229.42
2022-07-01,Pune,Maharashtra,73.91,92.88,48.56,16.53,1.08,41.08,123.18
2022-07-01,Jaipur,Rajasthan,111.78,199.24,49.7,24.23,1.7,40.66,199.24
2022-07-01,Lucknow,Uttar Pradesh,137.85,244.83,61.43,19.59,1.66,43.56,244.83
2022-07-02,Delhi,Delhi,62.4,203.05,45.77,17.81,1.0,47.8,203.05
2022-07-02,Mumbai,Maharashtra,66.87,148.05,42.36,19.32,1.06,36.66,148.05
2022-07-02,Kolkata,West Bengal,62.17,138.08,42.84,7.93,1.2,40.52,138.08
2022-07-02,Chennai,Tamil Nadu,56.73,97.11,,13.3,0.28,36.78,97.11
2022-07-02,Bangalore,Karnataka,48.86,61.52,36.78,13.89,0.59,51.44,81.43
2022-07-02,Hyderabad,Telangana,58.51,104.31,28.93,15.53,0.77,37.03,104.31
2022-07-02,Ahmedabad,Gujarat,54.83,174.9,53.34,21.57,1.33,39.47,174.9
2022-07-02,Pune,Maharashtra,48.33,114.24,20.62,13.69,0.3,45.59,114.24
2022-07-02,Jaipur,Rajasthan,100.52,168.93,38.97,22.53,0.93,45.33,168.93
2022-07-02,Lucknow,Uttar Pradesh,91.83,164.7,51.74,20.77,1.15,34.02,164.7
2022-07-03,Delhi,Delhi,112.21,174.04,37.93,16.87,1.46,45.4,187.01
2022-07-03,Mumbai,Maharashtra,50.28,146.64,35.44,12.32,1.22,40.43,146.64
2022-07-03,Kolkata,West Bengal,81.07,144.13,38.52,13.25,1.33,44.45,144.13
2022-07-03,Chennai,Tamil Nadu,61.54,102.99,30.03,14.17,0.4,38.41,102.99
2022-07-03,Bangalore,Karnataka,56.25,114.35,30.41,21.65,0.62,47.52,114.35
2022-07-03,Hyderabad,Telangana,52.74,77.67,32.65,12.03,0.59,44.93,87.9
2022-07-03,Ahmedabad,Gujarat,78.67,163.46,60.66,14.96,1.03,47.44,163.46
2022-07-03,Pune,Maharashtra,,108.75,28.43,14.27,0.64,38.84,108.75
2022-07-03,Jaipur,Rajasthan,85.47,121.68,45.48,26.31,1.25,44.41,142.45
2022-07-03,Lucknow,Uttar Pradesh,83.5,127.04,39.44,19.69,0.99,36.9,139.17
2022-07-04,Delhi,Delhi,162.88,267.34,60.26,26.64,1.84,47.46,271.47
2022-07-04,Mumbai,Maharashtra,71.4,153.4,58.5,20.29,0.82,32.58,153.4
2022-07-04,Kolkata,West Bengal,110.58,147.78,48.13,14.52,1.36,44.11,184.3
2022-07-04,Chennai,Tamil Nadu,86.34,125.45,33.64,14.87,1.09,32.27,143.9
2022-07-04,Bangalore,Karnataka,52.72,,21.63,9.59,0.84,51.08,87.87
2022-07-04,Hyderabad,Telangana,73.43,139.79,42.75,12.17,0.9,45.59,139.79
2022-07-04,Ahmedabad,Gujarat,88.03,166.09,60.42,15.48,1.36,41.96,166.09
2022-07-04,Pune,Maharashtra,70.98,115.02,48.69,14.4,0.51,41.91,118.3
2022-07-04,Jaipur,Rajasthan,99.39,207.6,51.14,21.27,1.49,27.54,207.6
2022-07-04,Lucknow,Uttar Pradesh,127.31,,69.4,15.16,1.72,41.73,212.18
2022-07-05,Delhi,Delhi,110.34,245.36,53.95,27.03,2.14,37.48,245.36
2022-07-05,Mumbai,Maharashtra,96.62,,27.55,20.95,0.98,33.1,161.04
2022-07-05,Kolkata,West Bengal,97.61,162.75,57.15,19.61,1.62,24.66,162.75
2022-07-05,Chennai,Tamil Nadu,57.35,125.06,,8.83,0.6,40.06,125.06
2022-07-05,Bangalore,Karnataka,60.78,72.44,28.31,15.94,0.76,51.9,101.3
2022-07-05,Hyderabad,Telangana,81.98,170.6,47.44,10.98,0.74,42.76,170.6
2022-07-05,Ahmedabad,Gujarat,74.19,186.16,48.29,14.3,1.42,42.28,186.16
2022-07-05,Pune,Maharashtra,77.81,106.99,44.72,15.23,0.85,44.94,129.68
2022-07-05,Jaipur,Rajasthan,104.66,,65.69,16.1,1.14,34.3,174.43
2022-07-05,Lucknow,Uttar Pradesh,111.73,225.65,78.06,18.22,1.5,43.53,225.65
2022-07-06,Delhi,Delhi,102.65,292.67,55.06,22.62,1.58,34.28,292.67
2022-07-06,Mumbai,Maharashtra,74.86,135.83,39.92,9.92,0.92,37.26,135.83
2022-07-06,Kolkata,West Bengal,77.53,178.42,65.96,26.01,1.14,47.74,178.42
2022-07-06,Chennai,Tamil Nadu,73.69,117.12,40.38,11.56,1.13,54.18,122.81
2022-07-06,Bangalore,Karnataka,63.47,94.69,37.97,11.66,0.85,46.27,105.78
2022-07-06,Hyderabad,Telangana,69.78,136.34,44.75,14.22,0.61,53.01,136.34
2022-07-06,Ahmedabad,Gujarat,85.94,196.22,66.97,25.43,1.25,42.57,196.22
2022-07-06,Pune,Maharashtra,61.8,89.85,46.52,15.72,0.45,45.14,103.0
2022-07-06,Jaipur,Rajasthan,100.5,187.43,64.21,23.71,1.11,48.77,187.43
2022-07-06,Lucknow,Uttar Pradesh,107.38,226.16,55.55,25.18,1.41,27.5,226.16
2022-07-07,Delhi,Delhi,94.53,202.69,66.14,20.14,1.69,40.81,202.69
2022-07-07,Mumbai,Maharashtra,72.55,127.99,52.51,10.05,1.32,41.59,127.99
2022-07-07,Kolkata,West Bengal,73.83,180.45,73.49,19.41,1.25,50.39,180.45
2022-07-07,Chennai,Tamil Nadu,67.47,95.15,37.75,17.54,0.92,43.15,112.45
2022-07-07,Bangalore,Karnataka,29.51,90.67,33.35,14.73,0.76,64.31,90.67
2022-07-07,Hyderabad,Telangana,95.81,128.89,40.36,15.36,0.62,46.95,159.68
2022-07-07,Ahmedabad,Gujarat,94.46,181.23,56.31,20.68,1.21,48.29,181.23
2022-07-07,Pune,Maharashtra,53.82,136.47,56.57,14.29,0.9,40.87,136.47
2022-07-07,Jaipur,Rajasthan,,193.95,50.36,19.67,1.42,47.51,193.95
2022-07-07,Lucknow,Uttar Pradesh,68.54,201.32,78.13,20.73,1.77,38.61,201.32
2022-07-08,Delhi,Delhi,120.72,287.86,66.19,15.88,1.76,38.43,287.86
2022-07-08,Mumbai,Maharashtra,57.2,154.13,45.98,17.7,0.89,45.68,154.13
2022-07-08,Kolkata,West Bengal,87.69,185.46,58.04,13.58,1.08,39.95,185.46
2022-07-08,Chennai,Tamil Nadu,55.32,87.2,35.16,9.82,0.94,44.73,92.2
2022-07-08,Bangalore,Karnataka,62.33,108.15,38.31,13.47,0.69,54.01,108.15
2022-07-08,Hyderabad,Telangana,66.95,124.73,57.05,16.42,0.87,48.63,124.73
2022-07-08,Ahmedabad,Gujarat,102.87,197.31,59.4,19.35,1.5,47.19,197.31
2022-07-08,Pune,Maharashtra,69.39,125.19,47.09,18.95,1.09,35.09,125.19
2022-07-08,Jaipur,Rajasthan,99.71,187.44,73.09,13.09,1.28,32.74,187.44
2022-07-08,Lucknow,Uttar Pradesh,123.17,226.46,69.87,19.51,1.58,32.52,226.46
2022-07-09,Delhi,Delhi,107.83,156.42,,19.1,1.37,44.4,179.72
2022-07-09,Mumbai,Maharashtra,24.62,147.32,,8.99,0.8,38.55,147.32
2022-07-09,Kolkata,West Bengal,42.97,174.88,45.74,15.33,0.63,41.18,174.88
2022-07-09,Chennai,Tamil Nadu,23.85,54.46,53.73,11.04,0.51,53.85,67.16
2022-07-09,Bangalore,Karnataka,42.5,64.95,20.12,17.14,0.69,54.4,70.84
2022-07-09,Hyderabad,Telangana,34.04,89.92,28.18,12.21,0.32,51.49,89.92
2022-07-09,Ahmedabad,Gujarat,67.12,113.38,53.67,20.91,1.02,49.44,113.38
2022-07-09,Pune,Maharashtra,70.28,88.05,,13.96,0.24,40.28,117.14
2022-07-09,Jaipur,Rajasthan,61.1,152.75,45.95,18.27,1.01,44.24,152.75
2022-07-09,Lucknow,Uttar Pradesh,86.3,189.51,44.85,29.22,1.19,44.68,189.51
2022-07-10,Delhi,Delhi,100.01,227.77,45.21,18.83,1.26,38.9,227.77
2022-07-10,Mumbai,Maharashtra,,108.85,40.99,13.67,0.7,34.67,108.85
2022-07-10,Kolkata,West Bengal,78.37,110.6,39.59,20.43,1.0,40.32,130.62
2022-07-10,Chennai,Tamil Nadu,57.51,84.16,21.32,5.27,0.84,43.97,95.85
2022-07-10,Bangalore,Karnataka,57.87,79.99,37.12,7.16,0.8,54.38,96.44
2022-07-10,Hyderabad,Telangana,87.12,120.93,33.67,21.23,0.98,38.76,145.21
2022-07-10,Ahmedabad,Gujarat,,139.07,32.87,20.16,1.27,44.09,139.07
2022-07-10,Pune,Maharashtra,43.72,109.74,29.22,10.35,0.77,53.86,109.74
2022-07-10,Jaipur,Rajasthan,73.8,135.28,32.42,27.08,1.13,33.65,135.28
2022-07-10,Lucknow,Uttar Pradesh,67.7,154.05,46.47,15.85,1.19,47.94,154.05
2022-07-11,Delhi,Delhi,104.26,266.15,58.38,16.68,1.59,41.59,266.15
2022-07-11,Mumbai,Maharashtra,84.82,141.26,46.4,21.06,1.14,32.32,141.37
2022-07-11,Kolkata,West Bengal,100.24,156.5,37.27,13.81,1.29,37.49,167.06
2022-07-11,Chennai,Tamil Nadu,76.52,140.4,46.45,20.07,0.89,49.0,140.4
2022-07-11,Bangalore,Karnataka,34.81,76.26,37.64,19.13,0.84,54.24,76.26
2022-07-11,Hyderabad,Telangana,70.24,149.55,43.61,10.3,1.11,50.24,149.55
2022-07-11,Ahmedabad,Gujarat,93.71,189.38,62.91,22.99,1.38,43.23,189.38
2022-07-11,Pune,Maharashtra,61.01,112.49,50.39,19.85,0.51,48.49,112.49
2022-07-11,Jaipur,Rajasthan,98.77,192.16,57.65,17.84,1.57,44.0,192.16
2022-07-11,Lucknow,Uttar Pradesh,97.56,175.77,51.85,26.29,1.56,53.75,175.77
2022-07-12,Delhi,Delhi,128.5,243.92,63.37,21.88,1.72,44.9,243.92
2022-07-12,Mumbai,Maharashtra,61.03,103.59,37.61,16.77,0.73,32.68,103.59
2022-07-12,Kolkata,West Bengal,102.24,195.85,50.55,25.58,1.21,31.16,195.85
2022-07-12,Chennai,Tamil Nadu,36.71,104.1,40.78,16.07,0.61,48.15,104.1
2022-07-12,Bangalore,Karnataka,70.31,69.08,43.26,10.76,0.76,38.11,117.18
2022-07-12,Hyderabad,Telangana,83.42,150.9,37.43,17.44,0.89,51.17,150.9
2022-07-12,Ahmedabad,Gujarat,77.56,194.46,,18.09,1.22,40.97,194.46
2022-07-12,Pune,Maharashtra,55.34,108.83,37.46,15.69,0.95,51.44,108.83
2022-07-12,Jaipur,Rajasthan,105.34,211.95,52.89,20.96,1.5,36.38,211.95
2022-07-12,Lucknow,Uttar Pradesh,121.59,247.57,66.11,15.68,1.75,40.74,247.57
2022-07-13,Delhi,Delhi,94.26,197.25,65.0,19.66,1.6,49.81,197.25
2022-07-13,Mumbai,Maharashtra,65.46,122.73,47.18,19.4,1.04,43.6,122.73
2022-07-13,Kolkata,West Bengal,91.98,162.32,49.71,18.83,1.08,41.67,162.32
2022-07-13,Chennai,Tamil Nadu,64.94,104.52,52.71,17.66,0.99,41.83,108.23
2022-07-13,Bangalore,Karnataka,42.85,129.17,33.13,4.3,0.6,49.17,129.17
2022-07-13,Hyderabad,Telangana,88.64,107.54,41.53,21.83,1.17,41.82,147.74
2022-07-13,Ahmedabad,Gujarat,80.17,204.18,59.34,15.62,1.56,40.2,204.18
2022-07-13,Pune,Maharashtra,66.85,147.04,47.68,16.74,0.72,54.31,147.04
2022-07-13,Jaipur,Rajasthan,129.26,175.23,55.04,21.28,1.22,49.96,215.44
2022-07-13,Lucknow,Uttar Pradesh,94.35,204.01,61.86,18.05,1.59,39.51,204.01
2022-07-14,Delhi,Delhi,95.64,252.8,66.79,20.24,1.23,54.13,252.8
2022-07-14,Mumbai,Maharashtra,58.23,112.82,44.93,24.36,1.37,36.61,112.82
2022-07-14,Kolkata,West Bengal,80.94,155.58,,16.55,1.23,38.49,155.58
2022-07-14,Chennai,Tamil Nadu,38.21,112.94,52.79,20.55,1.03,35.97,112.94
2022-07-14,Bangalore,Karnataka,47.71,104.68,41.31,11.7,0.85,56.04,104.68
2022-07-14,Hyderabad,Telangana,37.29,156.31,44.66,11.93,1.09,39.81,156.31
2022-07-14,Ahmedabad,Gujarat,85.66,170.83,45.22,12.72,1.55,44.99,170.83
2022-07-14,Pune,Maharashtra,66.11,153.35,30.93,16.43,0.74,52.28,153.35
2022-07-14,Jaipur,Rajasthan,116.09,176.44,68.87,21.52,1.28,31.19,193.49
2022-07-14,Lucknow,Uttar Pradesh,119.98,203.65,51.72,15.3,1.53,43.67,203.65
2022-07-15,Delhi,Delhi,,237.55,55.14,25.69,1.67,44.12,237.55
2022-07-15,Mumbai,Maharashtra,66.66,126.79,56.25,12.4,0.74,39.31,126.79
2022-07-15,Kolkata,West Bengal,84.6,178.6,45.54,14.99,1.4,51.54,178.6
2022-07-15,Chennai,Tamil Nadu,69.52,157.37,47.51,8.37,0.66,56.31,157.37
2022-07-15,Bangalore,Karnataka,48.06,92.76,35.63,15.38,0.52,43.65,92.76
2022-07-15,Hyderabad,Telangana,46.29,128.48,50.17,14.84,0.62,48.81,128.48
2022-07-15,Ahmedabad,Gujarat,92.33,199.06,45.14,20.62,1.52,42.88,199.06
2022-07-15,Pune,Maharashtra,72.19,130.38,29.7,10.41,1.05,54.34,130.38
2022-07-15,Jaipur,Rajasthan,111.35,211.2,57.56,20.95,1.09,30.24,211.2
2022-07-15,Lucknow,Uttar Pradesh,97.11,181.04,59.71,21.47,1.67,36.64,181.04
2022-07-16,Delhi,Delhi,80.48,214.88,46.49,15.74,1.02,54.36,214.88
2022-07-16,Mumbai,Maharashtra,56.49,140.9,44.42,23.71,0.97,37.6,140.9
2022-07-16,Kolkata,West Bengal,74.5,120.95,53.7,16.99,0.61,39.38,124.17
2022-07-16,Chennai,Tamil Nadu,61.22,146.44,22.52,15.98,0.74,41.12,146.44
2022-07-16,Bangalore,Karnataka,49.04,69.06,37.49,8.61,0.2,53.3,81.74
2022-07-16,Hyderabad,Telangana,46.57,136.88,27.96,14.81,0.71,54.44,136.88
